,Quantity,Price Per Unit,Total Spent,is_imputed,year,month,day,weekday,is_weekend,Total Spent Log,Item_Coffee,Item_Cookie,Item_Juice,Item_Salad,Item_Sandwich,Item_Smoothie,Item_Tea,Item_Other,Payment Method_Credit Card,Payment Method_Digital Wallet,Payment Method_Not Recorded,Location_Takeaway,Location_Not Recorded,season_Spring,season_Summer,season_Winter
610,4,3.0,12.0,False,2023,10,8,6,1,2.5649493574615367,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
611,1,3.0,3.0,False,2023,7,11,1,0,1.3862943611198906,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
612,1,1.5,1.5,False,2023,6,14,2,0,0.9162907318741551,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
613,1,1.0,1.0,False,2023,7,1,5,1,0.6931471805599453,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
614,3,4.0,12.0,False,2023,7,28,4,0,2.5649493574615367,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False
615,4,3.0,12.0,False,2023,4,16,6,1,2.5649493574615367,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
616,3,3.0,9.0,False,2023,1,30,0,0,2.302585092994046,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
617,1,3.0,3.0,False,2023,3,9,3,0,1.3862943611198906,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
618,4,5.0,20.0,False,2023,1,14,5,1,3.044522437723423,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
619,5,3.0,15.0,False,2023,11,10,4,0,2.772588722239781,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
620,3,2.0,6.0,False,2023,11,8,2,0,1.9459101490553132,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
621,5,4.0,20.0,False,2023,2,27,0,0,3.044522437723423,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
622,4,4.0,16.0,False,2023,12,26,1,0,2.833213344056216,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
623,5,1.0,5.0,False,2023,9,13,2,0,1.791759469228055,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
624,1,4.0,4.0,False,2023,2,8,2,0,1.6094379124341003,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True
625,1,3.0,3.0,False,2023,5,23,1,0,1.3862943611198906,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
626,1,3.0,3.0,False,2023,9,11,0,0,1.3862943611198906,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
627,2,5.0,10.0,False,2023,1,27,4,0,2.3978952727983707,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True
628,5,2.0,10.0,False,2023,2,18,5,1,2.3978952727983707,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
629,1,2.0,2.0,False,2023,3,25,5,1,1.0986122886681096,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
630,2,3.0,6.0,False,2023,8,28,0,0,1.9459101490553132,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False
631,2,3.0,6.0,False,2023,8,24,3,0,1.9459101490553132,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
632,2,5.0,10.0,False,2023,11,29,2,0,2.3978952727983707,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
633,5,1.0,5.0,False,2023,6,29,3,0,1.791759469228055,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
634,3,5.0,15.0,False,2023,6,18,6,1,2.772588722239781,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
635,4,3.0,12.0,False,2023,6,23,4,0,2.5649493574615367,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
636,2,1.5,3.0,False,2023,10,26,3,0,1.3862943611198906,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
637,4,4.0,16.0,False,2023,12,11,0,0,2.833213344056216,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
638,4,2.0,8.0,False,2023,4,1,5,1,2.1972245773362196,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
639,4,3.0,12.0,False,2023,6,9,4,0,2.5649493574615367,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
640,2,2.0,4.0,False,2023,1,27,4,0,1.6094379124341003,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
641,1,2.0,2.0,False,2023,3,10,4,0,1.0986122886681096,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False
642,4,3.0,12.0,False,2023,12,20,2,0,2.5649493574615367,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
643,3,4.0,12.0,False,2023,1,27,4,0,2.5649493574615367,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
644,1,5.0,5.0,False,2023,3,2,3,0,1.791759469228055,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False
645,1,3.0,3.0,False,2023,10,26,3,0,1.3862943611198906,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
646,3,2.0,6.0,False,2023,8,23,2,0,1.9459101490553132,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
647,2,4.0,8.0,False,2023,12,6,2,0,2.1972245773362196,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True
648,3,5.0,15.0,False,2023,6,11,6,1,2.772588722239781,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False
649,3,4.0,12.0,False,2023,8,13,6,1,2.5649493574615367,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
650,5,1.5,7.5,False,2023,5,23,1,0,2.1400661634962708,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
651,1,5.0,5.0,False,2023,8,5,5,1,1.791759469228055,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
652,5,1.5,7.5,False,2023,10,18,2,0,2.1400661634962708,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False
653,1,3.0,3.0,False,2023,1,18,2,0,1.3862943611198906,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
654,3,2.0,6.0,False,2023,10,5,3,0,1.9459101490553132,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
655,4,4.0,16.0,False,2023,10,30,0,0,2.833213344056216,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
656,1,1.5,1.5,False,2023,3,22,2,0,0.9162907318741551,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
657,3,5.0,15.0,False,2023,10,11,2,0,2.772588722239781,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
658,1,4.0,4.0,False,2023,8,8,1,0,1.6094379124341003,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True,False
659,5,1.5,7.5,False,2023,12,26,1,0,2.1400661634962708,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
660,1,4.0,4.0,False,2023,8,27,6,1,1.6094379124341003,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
661,5,4.0,20.0,False,2023,5,26,4,0,3.044522437723423,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
662,2,1.5,3.0,False,2023,6,16,4,0,1.3862943611198906,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
663,4,1.5,6.0,False,2023,12,25,0,0,1.9459101490553132,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
664,3,2.0,6.0,False,2023,8,21,0,0,1.9459101490553132,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
665,4,4.0,16.0,False,2023,1,25,2,0,2.833213344056216,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
666,1,2.0,2.0,False,2023,9,1,4,0,1.0986122886681096,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
667,2,4.0,8.0,False,2023,9,16,5,1,2.1972245773362196,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False
668,5,2.0,10.0,False,2023,10,23,0,0,2.3978952727983707,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
669,5,1.0,5.0,False,2023,2,19,6,1,1.791759469228055,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
670,3,5.0,15.0,False,2023,11,10,4,0,2.772588722239781,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
671,4,2.0,8.0,False,2023,6,11,6,1,2.1972245773362196,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False
672,5,1.5,7.5,False,2023,9,23,5,1,2.1400661634962708,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
673,1,4.0,4.0,False,2023,6,24,5,1,1.6094379124341003,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
674,3,4.0,12.0,False,2023,3,26,6,1,2.5649493574615367,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
675,2,2.0,4.0,False,2023,4,20,3,0,1.6094379124341003,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
676,3,2.0,6.0,False,2023,9,15,4,0,1.9459101490553132,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
677,3,4.0,12.0,True,2023,5,14,6,1,2.5649493574615367,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
678,1,3.0,3.0,False,2023,2,27,0,0,1.3862943611198906,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
679,5,3.0,15.0,False,2023,5,6,5,1,2.772588722239781,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
680,1,3.0,3.0,False,2023,2,20,0,0,1.3862943611198906,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
681,5,4.0,20.0,False,2023,6,5,0,0,3.044522437723423,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,False
682,3,1.0,3.0,False,2023,1,7,5,1,1.3862943611198906,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
683,1,1.5,1.5,False,2023,5,24,2,0,0.9162907318741551,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
684,2,4.0,8.0,False,2023,2,8,2,0,2.1972245773362196,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
685,4,1.5,6.0,False,2023,5,6,5,1,1.9459101490553132,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False,False
686,3,2.0,6.0,False,2023,10,26,3,0,1.9459101490553132,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
687,3,3.0,9.0,False,2023,7,23,6,1,2.302585092994046,False,False,False,False,False,False,False,True,True,False,False,True,False,False,True,False
688,3,4.0,12.0,False,2023,9,11,0,0,2.5649493574615367,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False
689,2,2.0,4.0,False,2023,4,2,6,1,1.6094379124341003,True,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False
690,2,3.0,6.0,False,2023,9,8,4,0,1.9459101490553132,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
691,5,4.0,20.0,False,2023,7,15,5,1,3.044522437723423,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False
692,3,5.0,15.0,False,2023,4,9,6,1,2.772588722239781,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
693,2,1.5,3.0,False,2023,3,6,0,0,1.3862943611198906,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
694,4,1.5,6.0,False,2023,12,20,2,0,1.9459101490553132,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
695,4,4.0,16.0,False,2023,4,8,5,1,2.833213344056216,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False
696,4,3.0,12.0,False,2023,11,14,1,0,2.5649493574615367,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False
697,5,1.5,7.5,False,2023,5,6,5,1,2.1400661634962708,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
698,2,1.5,3.0,False,2023,6,13,1,0,1.3862943611198906,False,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False
699,2,5.0,10.0,False,2023,3,9,3,0,2.3978952727983707,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False
700,5,1.0,5.0,False,2023,8,14,0,0,1.791759469228055,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
701,4,1.5,6.0,False,2023,1,29,6,1,1.9459101490553132,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True
702,2,2.0,4.0,False,2023,11,25,5,1,1.6094379124341003,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
703,2,5.0,10.0,False,2023,1,1,6,1,2.3978952727983707,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,True
704,3,3.0,9.0,False,2023,11,7,1,0,2.302585092994046,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
705,1,4.0,4.0,False,2023,4,29,5,1,1.6094379124341003,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
706,5,1.5,7.5,False,2023,1,6,4,0,2.1400661634962708,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
707,3,2.0,6.0,False,2023,10,26,3,0,1.9459101490553132,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
708,3,1.0,3.0,False,2023,9,14,3,0,1.3862943611198906,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
709,4,3.0,12.0,False,2023,10,8,6,1,2.5649493574615367,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False
710,3,3.0,9.0,False,2023,2,2,3,0,2.302585092994046,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
711,4,4.0,16.0,False,2023,7,24,0,0,2.833213344056216,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False
712,4,3.0,12.0,False,2023,5,18,3,0,2.5649493574615367,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
713,2,1.0,2.0,False,2023,10,30,0,0,1.0986122886681096,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
714,4,3.0,12.0,False,2023,12,28,3,0,2.5649493574615367,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
715,5,4.0,20.0,False,2023,10,16,0,0,3.044522437723423,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
716,3,3.0,9.0,False,2023,4,12,2,0,2.302585092994046,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False
717,1,1.0,1.0,False,2023,6,27,1,0,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
718,1,4.0,4.0,False,2023,11,25,5,1,1.6094379124341003,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False
719,2,1.5,3.0,False,2023,1,5,3,0,1.3862943611198906,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True
720,1,3.0,3.0,False,2023,1,17,1,0,1.3862943611198906,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True
721,2,1.0,2.0,False,2023,8,24,3,0,1.0986122886681096,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
722,2,4.0,8.0,False,2023,4,26,2,0,2.1972245773362196,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
723,4,1.0,4.0,False,2023,3,10,4,0,1.6094379124341003,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
724,5,4.0,20.0,False,2023,10,31,1,0,3.044522437723423,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
725,4,1.0,4.0,False,2023,8,12,5,1,1.6094379124341003,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
726,4,3.0,12.0,False,2023,5,13,5,1,2.5649493574615367,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False
727,1,4.0,4.0,False,2023,10,22,6,1,1.6094379124341003,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
728,3,2.0,6.0,False,2023,12,29,4,0,1.9459101490553132,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,True
729,2,4.0,8.0,False,2023,12,18,0,0,2.1972245773362196,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
730,1,4.0,4.0,False,2023,9,21,3,0,1.6094379124341003,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
731,4,5.0,20.0,False,2023,7,24,0,0,3.044522437723423,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
732,3,3.0,9.0,False,2023,3,20,0,0,2.302585092994046,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False
733,1,3.0,3.0,False,2023,12,15,4,0,1.3862943611198906,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
734,1,2.0,2.0,False,2023,12,31,6,1,1.0986122886681096,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
735,3,4.0,12.0,False,2023,6,15,3,0,2.5649493574615367,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
736,3,1.0,3.0,False,2023,10,15,6,1,1.3862943611198906,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False
737,3,3.0,9.0,False,2023,5,29,0,0,2.302585092994046,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
738,1,4.0,4.0,False,2023,2,8,2,0,1.6094379124341003,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True
739,3,1.0,3.0,False,2023,10,25,2,0,1.3862943611198906,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
740,3,2.0,6.0,False,2023,2,10,4,0,1.9459101490553132,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
741,3,4.0,12.0,False,2023,5,1,0,0,2.5649493574615367,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
742,1,1.5,1.5,False,2023,6,28,2,0,0.9162907318741551,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
743,4,1.5,6.0,False,2023,5,7,6,1,1.9459101490553132,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
744,2,5.0,10.0,False,2023,2,5,6,1,2.3978952727983707,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
745,3,2.0,6.0,False,2023,8,23,2,0,1.9459101490553132,True,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
746,4,1.5,6.0,False,2023,6,10,5,1,1.9459101490553132,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
747,5,4.0,20.0,False,2023,2,28,1,0,3.044522437723423,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
748,5,3.0,15.0,False,2023,3,30,3,0,2.772588722239781,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
749,3,1.5,4.5,False,2023,3,3,4,0,1.7047480922384253,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
750,1,4.0,4.0,False,2023,7,23,6,1,1.6094379124341003,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
751,1,1.0,1.0,False,2023,5,2,1,0,0.6931471805599453,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
752,3,1.0,3.0,False,2023,2,11,5,1,1.3862943611198906,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
753,3,2.0,6.0,False,2023,10,24,1,0,1.9459101490553132,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False
754,3,3.0,9.0,False,2023,4,22,5,1,2.302585092994046,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
755,1,2.0,2.0,False,2023,10,8,6,1,1.0986122886681096,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
756,2,5.0,10.0,False,2023,6,20,1,0,2.3978952727983707,False,False,False,True,False,False,False,False,False,False,True,True,False,False,True,False
757,2,4.0,8.0,False,2023,12,2,5,1,2.1972245773362196,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True
758,2,4.0,8.0,False,2023,1,24,1,0,2.1972245773362196,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
759,5,4.0,20.0,False,2023,1,2,0,0,3.044522437723423,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
760,2,1.0,2.0,False,2023,5,5,4,0,1.0986122886681096,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
761,2,4.0,8.0,False,2023,11,13,0,0,2.1972245773362196,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
762,3,1.5,4.5,False,2023,11,13,0,0,1.7047480922384253,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
763,2,1.5,3.0,False,2023,2,8,2,0,1.3862943611198906,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True
764,4,3.0,12.0,False,2023,2,24,4,0,2.5649493574615367,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True
765,5,4.0,20.0,False,2023,2,25,5,1,3.044522437723423,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
766,4,3.0,12.0,False,2023,6,12,0,0,2.5649493574615367,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
767,1,1.0,1.0,False,2023,1,27,4,0,0.6931471805599453,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True
768,4,2.0,8.0,False,2023,10,23,0,0,2.1972245773362196,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
769,3,3.0,9.0,False,2023,3,16,3,0,2.302585092994046,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
770,3,3.0,9.0,False,2023,1,1,6,1,2.302585092994046,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
771,1,4.0,4.0,False,2023,7,10,0,0,1.6094379124341003,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
772,3,4.0,12.0,False,2023,4,15,5,1,2.5649493574615367,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False
773,2,3.0,6.0,False,2023,8,25,4,0,1.9459101490553132,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
774,1,5.0,5.0,False,2023,1,16,0,0,1.791759469228055,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
775,4,3.0,12.0,False,2023,4,26,2,0,2.5649493574615367,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
776,1,5.0,5.0,False,2023,4,4,1,0,1.791759469228055,False,False,False,True,False,False,False,False,False,False,True,False,True,True,False,False
777,4,1.0,4.0,False,2023,1,2,0,0,1.6094379124341003,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
778,4,5.0,20.0,False,2023,12,5,1,0,3.044522437723423,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
779,3,5.0,15.0,False,2023,5,12,4,0,2.772588722239781,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
780,5,1.5,7.5,False,2023,10,17,1,0,2.1400661634962708,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False
781,4,3.0,12.0,False,2023,2,25,5,1,2.5649493574615367,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True
782,2,5.0,10.0,False,2023,9,23,5,1,2.3978952727983707,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
783,3,3.0,9.0,False,2023,5,10,2,0,2.302585092994046,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False
784,4,3.0,12.0,False,2023,2,24,4,0,2.5649493574615367,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
785,1,3.0,3.0,False,2023,8,29,1,0,1.3862943611198906,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
786,4,1.5,6.0,False,2023,5,1,0,0,1.9459101490553132,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False
787,3,2.0,6.0,False,2023,4,12,2,0,1.9459101490553132,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
788,5,3.0,15.0,False,2023,6,17,5,1,2.772588722239781,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
789,2,4.0,8.0,False,2023,3,10,4,0,2.1972245773362196,False,False,False,False,False,True,False,False,False,False,True,False,True,True,False,False
790,4,2.0,8.0,False,2023,3,16,3,0,2.1972245773362196,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
791,5,1.5,7.5,False,2023,3,23,3,0,2.1400661634962708,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False
792,2,2.0,4.0,False,2023,5,29,0,0,1.6094379124341003,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False
793,1,3.0,3.0,False,2023,1,25,2,0,1.3862943611198906,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True
794,3,3.0,9.0,False,2023,1,12,3,0,2.302585092994046,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
795,1,3.0,3.0,False,2023,11,8,2,0,1.3862943611198906,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
796,1,4.0,4.0,False,2023,7,22,5,1,1.6094379124341003,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
797,4,1.0,4.0,False,2023,12,21,3,0,1.6094379124341003,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
798,3,3.0,9.0,False,2023,7,12,2,0,2.302585092994046,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
799,2,1.0,2.0,False,2023,2,15,2,0,1.0986122886681096,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True
800,5,1.5,7.5,False,2023,8,7,0,0,2.1400661634962708,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False
801,2,3.0,6.0,False,2023,10,3,1,0,1.9459101490553132,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
802,1,1.5,1.5,False,2023,6,15,3,0,0.9162907318741551,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
803,3,1.0,3.0,False,2023,9,4,0,0,1.3862943611198906,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False
804,5,2.0,10.0,False,2023,6,13,1,0,2.3978952727983707,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
805,4,1.5,6.0,False,2023,6,7,2,0,1.9459101490553132,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
806,2,4.0,8.0,False,2023,2,15,2,0,2.1972245773362196,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True
807,5,4.0,20.0,False,2023,8,9,2,0,3.044522437723423,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
808,1,3.0,3.0,False,2023,10,23,0,0,1.3862943611198906,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
809,4,3.0,12.0,False,2023,1,30,0,0,2.5649493574615367,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,True
810,5,3.0,15.0,False,2023,3,19,6,1,2.772588722239781,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False
811,2,4.0,8.0,False,2023,4,11,1,0,2.1972245773362196,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
812,2,3.0,6.0,False,2023,7,16,6,1,1.9459101490553132,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
813,3,4.0,12.0,False,2023,12,24,6,1,2.5649493574615367,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
814,5,4.0,20.0,False,2023,10,19,3,0,3.044522437723423,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
815,2,2.0,4.0,False,2023,3,16,3,0,1.6094379124341003,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
816,4,4.0,16.0,False,2023,9,5,1,0,2.833213344056216,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
817,5,1.5,7.5,False,2023,6,24,5,1,2.1400661634962708,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
818,5,4.0,20.0,False,2023,12,5,1,0,3.044522437723423,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
819,2,3.0,6.0,False,2023,3,18,5,1,1.9459101490553132,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False
